PRICEGROUP,SUBSIDIARYID,PRICERULEID,PRODUCTID
TONER-HP-ATTACHED,1,2,137407
LES-SEG-HOOG,1,2,688493
INK-OTHER-ATTACHED,1,2,107586
INK-OTHER-ATTACHED,1,2,107587
SCAN-LAAG,1,2,365352
TONER-HP-ATTACHED,1,2,137406
TONER-OTHER-ATTACHED,1,2,606571
IPS-SEG-MID2,1,1,530039
TONER-OTHER-ATTACHED,1,2,110148
TONER-OTHER-PRIMARY,1,2,132027
LES-SEG-HOOG,1,2,685110
INK-OTHER-ATTACHED,1,2,20475
TONER-OTHER-ATTACHED,1,2,475288
TONER-OTHER-ATTACHED,1,2,475289
TONER-OTHER-ATTACHED,1,2,475290
INK-OTHER-ATTACHED,1,2,107585
TONER-OTHER-ATTACHED,1,2,543546
INK-HP-ATTACHED,1,2,721598
TONER-OTHER-ATTACHED,1,2,125374
LES-SEG-LAAG,1,1,106306
INK-OTHER-ATTACHED,1,2,607635
TONER-HP-PRIMARY,1,2,80447
INK-OTHER-ATTACHED,1,2,20472
TONER-HP-ATTACHED,1,2,202732
INK-OTHER-PRIMARY,1,2,607620
LES-SEG-HOOG,1,2,235755
INK-OTHER-ATTACHED,1,2,127530
TONER-OTHER-PRIMARY,1,2,461548
INK-HP-PRIMARY,1,2,468658
LES-SEG-LAAG,1,1,106309
LES-SEG-HOOG,1,2,417080
LES-SEG-LAAG,1,1,596541
TONER-OTHER-ATTACHED,1,2,52802
TONER-HP-PRIMARY,1,2,346614
LES-SEG-MID,1,2,485517
TONER-HP-ATTACHED,1,2,459030
INK-OTHER-ATTACHED,1,2,575791
INK-OTHER-ATTACHED,1,2,575805
INK-OTHER-ATTACHED,1,2,575781
INK-OTHER-ATTACHED,1,2,575666
INK-HP-ATTACHED,1,2,53767
INK-OTHER-PRIMARY,1,2,607624
LES-SEG-HOOG,1,2,688498
INK-OTHER-ATTACHED,1,2,575802
TONER-OTHER-ATTACHED,1,2,87627
SCAN-LAAG,1,2,365458
SCAN-LAAG,1,2,200480
IPS-BSINK,1,1,198610
LES-SEG-HOOG,1,2,567113
TONER-OTHER-ATTACHED,1,2,124955
INK-OTHER-PRIMARY,1,2,470000
INK-OTHER-ATTACHED,1,2,61218
INK-OTHER-PRIMARY,1,2,518089
INK-OTHER-PRIMARY,1,2,607656
INK-HP-ATTACHED,1,2,721607
TONER-OTHER-PRIMARY,1,2,61715
TONER-HP-PRIMARY,1,2,227385
INK-HP-ATTACHED,1,2,468690
INK-OTHER-ATTACHED,1,2,75638
IPS-SEG-HOOG,1,2,664550
TONER-OTHER-ATTACHED,1,2,573303
TONER-OTHER-ATTACHED,1,2,71525
SCAN-LAAG,1,2,412274
INK-HP-ATTACHED,1,2,660167
TONER-OTHER-PRIMARY,1,2,532284
TONER-OTHER-ATTACHED,1,2,62562
INK-OTHER-PRIMARY,1,2,227699
TONER-HP-ATTACHED,1,2,73386
TONER-OTHER-PRIMARY,1,2,532395
TONER-HP-ATTACHED,1,2,346664
INK-HP-ATTACHED,1,2,169988
SCAN-LAAG,1,2,380665
SCAN-LAAG,1,2,183437
TONER-OTHER-ATTACHED,1,2,125372
IPS-BSINK,1,1,605139
TONER-HP-ATTACHED,1,2,685854
INK-HP-ATTACHED,1,2,59819
INK-HP-PRIMARY,1,2,468844
INK-HP-ATTACHED,1,2,73323
SCAN-LAAG,1,2,624134
INK-OTHER-ATTACHED,1,2,110150
TONER-OTHER-ATTACHED,1,2,462838
LES-SEG-LAAG,1,1,596562
LES-SEG-LAAG,1,1,485256
INK-OTHER-PRIMARY,1,2,227713
TONER-OTHER-ATTACHED,1,2,606712
LES-SEG-HOOG,1,2,461532
INK-OTHER-PRIMARY,1,2,61710
IPS-SEG-HOOG,1,2,664517
LES-SEG-MID,1,2,510865
LES-SEG-HOOG,1,2,478228
TONER-OTHER-ATTACHED,1,2,98265
LES-SEG-HOOG,1,2,484702
TONER-HP-ATTACHED,1,2,609451
INK-OTHER-ATTACHED,1,2,273185
INK-OTHER-ATTACHED,1,2,227523
LES-SEG-MID,1,2,476631
IPS-BSINK,1,1,671263
TONER-HP-ATTACHED,1,2,346364
LES-SEG-HOOG,1,2,494357
LES-SEG-HOOG,1,2,714307
INK-OTHER-ATTACHED,1,2,451742
INK-OTHER-ATTACHED,1,2,451748
INK-OTHER-ATTACHED,1,2,532111
TONER-HP-ATTACHED,1,2,171666
INK-HP-ATTACHED,1,2,169987
IPS-BSINK,1,1,510218
SCAN-LAAG,1,2,365463
INK-OTHER-PRIMARY,1,2,607659
INK-OTHER-ATTACHED,1,2,532278
INK-OTHER-PRIMARY,1,2,107703
INK-OTHER-PRIMARY,1,2,665669
INK-OTHER-ATTACHED,1,2,107584
TONER-OTHER-ATTACHED,1,2,462876
LES-SEG-MID,1,2,315536
INK-HP-ATTACHED,1,2,454681
INK-HP-ATTACHED,1,2,455815
SCAN-HOOG,1,2,316132
SCAN-HOOG,1,2,369489
SCAN-HOOG,1,2,624192
INK-OTHER-ATTACHED,1,2,233285
INK-OTHER-ATTACHED,1,2,233354
INK-OTHER-ATTACHED,1,2,233344
TONER-OTHER-ATTACHED,1,2,142977
TONER-OTHER-ATTACHED,1,2,87626
TONER-OTHER-ATTACHED,1,2,87628
SCAN-HOOG,1,2,413124
TONER-OTHER-ATTACHED,1,2,235582
TONER-OTHER-ATTACHED,1,2,235586
TONER-OTHER-ATTACHED,1,2,235584
TONER-HP-ATTACHED,1,2,227392
LES-SEG-HOOG,1,2,461524
TONER-HP-ATTACHED,1,2,647931
TONER-HP-ATTACHED,1,2,647940
INK-OTHER-PRIMARY,1,2,380812
TONER-OTHER-ATTACHED,1,2,569230
TONER-OTHER-ATTACHED,1,2,597007
INK-OTHER-ATTACHED,1,2,109801
INK-OTHER-ATTACHED,1,2,109802
TONER-OTHER-ATTACHED,1,2,189192
LES-SEG-HOOG,1,2,170336
INK-OTHER-ATTACHED,1,2,73257
INK-OTHER-ATTACHED,1,2,127546
INK-OTHER-ATTACHED,1,2,61713
TONER-OTHER-ATTACHED,1,2,514628
INK-OTHER-ATTACHED,1,2,538713
TONER-OTHER-ATTACHED,1,2,514620
TONER-OTHER-ATTACHED,1,2,514638
INK-OTHER-ATTACHED,1,2,664737
TONER-OTHER-ATTACHED,1,2,514632
INK-HP-ATTACHED,1,2,469625
INK-HP-ATTACHED,1,2,273558
INK-HP-ATTACHED,1,2,273559
TONER-HP-PRIMARY,1,2,53907
TONER-OTHER-ATTACHED,1,2,693950
SCAN-HOOG,1,2,183376
TONER-OTHER-ATTACHED,1,2,715291
SCAN-HOOG,1,2,102842
SCAN-HOOG,1,2,547863
TONER-HP-PRIMARY,1,2,198732
TONER-OTHER-ATTACHED,1,2,693947
TONER-OTHER-ATTACHED,1,2,693951
TONER-OTHER-PRIMARY,1,2,532312
LES-SEG-HOOG,1,2,714317
INK-OTHER-ATTACHED,1,2,146852
TONER-HP-ATTACHED,1,2,53128
TONER-HP-ATTACHED,1,2,53130
INK-OTHER-ATTACHED,1,2,665661
INK-OTHER-ATTACHED,1,2,20476
TONER-HP-ATTACHED,1,2,53129
INK-OTHER-ATTACHED,1,2,233112
TONER-OTHER-ATTACHED,1,2,189196
INK-HP-PRIMARY,1,2,53137
INK-HP-PRIMARY,1,2,468840
IPS-BSINK,1,1,364948
SCAN-HOOG,1,2,215692
INK-OTHER-ATTACHED,1,2,607661
LES-SEG-MID,1,2,380803
INK-OTHER-PRIMARY,1,2,607597
TONER-OTHER-ATTACHED,1,2,235593
IPS-SEG-HOOG,1,2,198603
TONER-OTHER-ATTACHED,1,2,124620
TONER-OTHER-PRIMARY,1,2,124619
LES-SEG-HOOG,1,2,235532
INK-OTHER-ATTACHED,1,2,146855
SCAN-HOOG,1,2,161798
TONER-HP-ATTACHED,1,2,174559
INK-HP-ATTACHED,1,2,721603
TONER-OTHER-PRIMARY,1,2,169992
TONER-OTHER-ATTACHED,1,2,596987
TONER-HP-ATTACHED,1,2,227350
INK-OTHER-ATTACHED,1,2,405975
INK-OTHER-ATTACHED,1,2,405976
INK-OTHER-PRIMARY,1,2,283124
INK-HP-ATTACHED,1,2,73317
IPS-BSINK,1,1,697808
TONER-HP-ATTACHED,1,2,609454
SCAN-HOOG,1,2,343372
INK-OTHER-PRIMARY,1,2,405969
INK-OTHER-ATTACHED,1,2,470100
INK-OTHER-ATTACHED,1,2,227677
INK-HP-ATTACHED,1,2,273560
TONER-HP-ATTACHED,1,2,610373
IPS-BSINK,1,1,697938
IPS-BSINK,1,1,365575
TONER-HP-ATTACHED,1,2,705254
TONER-OTHER-ATTACHED,1,2,693938
INK-OTHER-ATTACHED,1,2,127542
TONER-OTHER-PRIMARY,1,2,474164
INK-OTHER-ATTACHED,1,2,492771
INK-OTHER-ATTACHED,1,2,492774
INK-OTHER-ATTACHED,1,2,492773
INK-OTHER-PRIMARY,1,2,71472
INK-OTHER-ATTACHED,1,2,71473
INK-OTHER-ATTACHED,1,2,71475
INK-OTHER-ATTACHED,1,2,71478
INK-OTHER-ATTACHED,1,2,71480
INK-OTHER-ATTACHED,1,2,575822
INK-OTHER-ATTACHED,1,2,575817
INK-OTHER-ATTACHED,1,2,575799
IPS-SEG-HOOG,1,2,561600
SCAN-HOOG,1,2,566387
INK-HP-ATTACHED,1,2,456037
TONER-OTHER-PRIMARY,1,2,124618
INK-OTHER-PRIMARY,1,2,532074
INK-OTHER-ATTACHED,1,2,532487
INK-OTHER-PRIMARY,1,2,107588
IPS-BSINK,1,1,365623
LES-SEG-MID,1,2,571186
LES-SEG-HOOG,1,2,714318
TONER-OTHER-ATTACHED,1,2,52805
TONER-OTHER-ATTACHED,1,2,498280
INK-OTHER-ATTACHED,1,2,61217
INK-OTHER-ATTACHED,1,2,451731
INK-OTHER-ATTACHED,1,2,209032
SCAN-HOOG,1,2,397808
TONER-OTHER-PRIMARY,1,2,104309
INK-HP-ATTACHED,1,2,721606
IPS-BSINK,1,1,619880
SCAN-HOOG,1,2,580657
SCAN-HOOG,1,2,392111
TONER-OTHER-ATTACHED,1,2,715290
INK-HP-ATTACHED,1,2,468452
INK-OTHER-ATTACHED,1,2,524669
LES-SEG-MID,1,2,273445
IPS-BSINK,1,1,500565
TONER-OTHER-ATTACHED,1,2,605817
TONER-OTHER-PRIMARY,1,2,606725
TONER-OTHER-ATTACHED,1,2,606739
TONER-OTHER-ATTACHED,1,2,475286
TONER-OTHER-ATTACHED,1,2,475394
INK-OTHER-ATTACHED,1,2,283271
IPS-BSINK,1,1,509967
LES-SEG-HOOG,1,2,605524
IPS-SEG-MID2,1,1,669185
INK-OTHER-ATTACHED,1,2,109924
INK-OTHER-PRIMARY,1,2,660306
TONER-HP-ATTACHED,1,2,117134
INK-OTHER-ATTACHED,1,2,110153
TONER-OTHER-ATTACHED,1,2,124954
INK-OTHER-ATTACHED,1,2,469795
INK-HP-PRIMARY,1,2,469642
INK-OTHER-ATTACHED,1,2,469828
LES-SEG-MID,1,2,596573
TONER-HP-ATTACHED,1,2,53903
SCAN-HOOG,1,2,679003
INK-OTHER-PRIMARY,1,2,524664
INK-OTHER-ATTACHED,1,2,524665
TONER-OTHER-ATTACHED,1,2,91811
INK-OTHER-ATTACHED,1,2,227585
TONER-OTHER-ATTACHED,1,2,606742
TONER-OTHER-ATTACHED,1,2,606741
LES-SEG-HOOG,1,2,236777
INK-OTHER-ATTACHED,1,2,470350
IPS-SEG-MID2,1,1,544723
LES-SEG-HOOG,1,2,475946
TONER-OTHER-ATTACHED,1,2,81951
INK-OTHER-ATTACHED,1,2,20458
INK-OTHER-ATTACHED,1,2,157476
TONER-OTHER-ATTACHED,1,2,475384
IPS-SEG-HOOG,1,2,575544
TONER-OTHER-ATTACHED,1,2,475428
INK-HP-PRIMARY,1,2,53925
INK-HP-ATTACHED,1,2,53921
TONER-OTHER-ATTACHED,1,2,475420
TONER-HP-ATTACHED,1,2,53120
SCAN-HOOG,1,2,183448
SCAN-HOOG,1,2,643752
SCAN-HOOG,1,2,685111
TONER-OTHER-ATTACHED,1,2,605810
TONER-OTHER-PRIMARY,1,2,606717
SCAN-HOOG,1,2,643900
SCAN-HOOG,1,2,295021
LES-SEG-HOOG,1,2,236818
INK-OTHER-PRIMARY,1,2,73256
INK-OTHER-PRIMARY,1,2,405974
INK-OTHER-ATTACHED,1,2,148831
SCAN-HOOG,1,2,643912
SCAN-HOOG,1,2,580681
LES-SEG-HOOG,1,2,598068
INK-OTHER-ATTACHED,1,2,88097
IPS-SEG-MID1,1,1,231961
INK-HP-ATTACHED,1,2,468860
INK-HP-ATTACHED,1,2,468888
INK-HP-ATTACHED,1,2,468873
TONER-HP-ATTACHED,1,2,62336
TONER-OTHER-ATTACHED,1,2,169990
TONER-HP-ATTACHED,1,2,202733
INK-HP-ATTACHED,1,2,277544
INK-HP-ATTACHED,1,2,277517
INK-HP-ATTACHED,1,2,277503
IPS-BSINK,1,1,723189
IPS-BSINK,1,1,723190
INK-OTHER-ATTACHED,1,2,607628
SCAN-HOOG,1,2,566264
TONER-HP-ATTACHED,1,2,647944
TONER-HP-ATTACHED,1,2,117135
TONER-HP-ATTACHED,1,2,117133
SCAN-HOOG,1,2,565369
TONER-HP-ATTACHED,1,2,202737
LES-SEG-MID,1,2,573181
TONER-OTHER-ATTACHED,1,2,92950
INK-OTHER-ATTACHED,1,2,283171
IPS-SEG-MID2,1,1,461587
INK-HP-ATTACHED,1,2,53133
TONER-OTHER-ATTACHED,1,2,124959
TONER-OTHER-ATTACHED,1,2,124960
INK-HP-ATTACHED,1,2,468937
TONER-HP-ATTACHED,1,2,53910
TONER-HP-ATTACHED,1,2,346496
TONER-OTHER-ATTACHED,1,2,469002
TONER-HP-ATTACHED,1,2,53908
TONER-HP-ATTACHED,1,2,346472
TONER-HP-PRIMARY,1,2,346636
TONER-OTHER-ATTACHED,1,2,715300
INK-OTHER-ATTACHED,1,2,469952
INK-OTHER-ATTACHED,1,2,469963
INK-OTHER-PRIMARY,1,2,61220
INK-OTHER-ATTACHED,1,2,284881
INK-OTHER-ATTACHED,1,2,580232
INK-OTHER-ATTACHED,1,2,580133
INK-OTHER-ATTACHED,1,2,660280
INK-HP-ATTACHED,1,2,468306
IPS-BSINK,1,1,469473
INK-OTHER-PRIMARY,1,2,532063
INK-OTHER-ATTACHED,1,2,451721
TONER-HP-ATTACHED,1,2,705253
TONER-OTHER-ATTACHED,1,2,474282
TONER-OTHER-ATTACHED,1,2,474267
TONER-HP-ATTACHED,1,2,68440
INK-OTHER-ATTACHED,1,2,470170
INK-OTHER-ATTACHED,1,2,470116
INK-OTHER-ATTACHED,1,2,470194
INK-OTHER-ATTACHED,1,2,470242
INK-OTHER-ATTACHED,1,2,470234
INK-OTHER-ATTACHED,1,2,284905
INK-OTHER-ATTACHED,1,2,284960
INK-OTHER-ATTACHED,1,2,92645
INK-OTHER-ATTACHED,1,2,92642
TONER-HP-ATTACHED,1,2,458936
LES-SEG-HOOG,1,2,573247
LES-SEG-HOOG,1,2,319304
TONER-OTHER-ATTACHED,1,2,644050
TONER-OTHER-ATTACHED,1,2,644060
TONER-OTHER-ATTACHED,1,2,644058
INK-OTHER-ATTACHED,1,2,233238
TONER-OTHER-ATTACHED,1,2,543511
TONER-HP-ATTACHED,1,2,174563
TONER-HP-ATTACHED,1,2,174560
TONER-OTHER-ATTACHED,1,2,114284
TONER-HP-ATTACHED,1,2,345995
TONER-HP-ATTACHED,1,2,345903
TONER-HP-ATTACHED,1,2,53909
SCAN-HOOG,1,2,494391
TONER-HP-ATTACHED,1,2,345872
LES-SEG-HOOG,1,2,461522
INK-OTHER-PRIMARY,1,2,73254
IPS-BSINK,1,1,723198
INK-OTHER-ATTACHED,1,2,380774
INK-HP-ATTACHED,1,2,53041
IPS-BSINK,1,1,723200
TONER-HP-ATTACHED,1,2,202734
INK-OTHER-ATTACHED,1,2,273227
INK-OTHER-ATTACHED,1,2,273237
LES-SEG-HOOG,1,2,472937
INK-OTHER-ATTACHED,1,2,492757
TONER-OTHER-ATTACHED,1,2,327057
INK-HP-ATTACHED,1,2,53040
INK-HP-ATTACHED,1,2,53765
LES-SEG-HOOG,1,2,567122
INK-OTHER-ATTACHED,1,2,532085
INK-HP-ATTACHED,1,2,468929
IPS-BSINK,1,1,723205
INK-OTHER-ATTACHED,1,2,660281
INK-HP-ATTACHED,1,2,721611
SCAN-HOOG,1,2,362324
INK-OTHER-ATTACHED,1,2,469792
INK-HP-PRIMARY,1,2,468549
TONER-HP-ATTACHED,1,2,685855
SCAN-HOOG,1,2,685112
INK-OTHER-ATTACHED,1,2,532265
INK-OTHER-ATTACHED,1,2,532264
TONER-OTHER-ATTACHED,1,2,532421
INK-OTHER-ATTACHED,1,2,110151
INK-OTHER-ATTACHED,1,2,110152
TONER-OTHER-ATTACHED,1,2,104313
TONER-OTHER-ATTACHED,1,2,104314
SCAN-HOOG,1,2,294674
INK-OTHER-ATTACHED,1,2,538712
TONER-HP-ATTACHED,1,2,53905
INK-OTHER-ATTACHED,1,2,492755
INK-OTHER-ATTACHED,1,2,492756
INK-OTHER-ATTACHED,1,2,559893
INK-OTHER-ATTACHED,1,2,559895
INK-OTHER-ATTACHED,1,2,687021
INK-OTHER-ATTACHED,1,2,687027
IPS-SEG-MID1,1,1,231953
TONER-OTHER-ATTACHED,1,2,196276
TONER-OTHER-ATTACHED,1,2,644063
INK-HP-ATTACHED,1,2,53880
IPS-BSINK,1,1,723206
IPS-BSINK,1,1,723210
TONER-OTHER-ATTACHED,1,2,532409
TONER-OTHER-PRIMARY,1,2,68139
TONER-HP-ATTACHED,1,2,609458
TONER-HP-ATTACHED,1,2,609459
SCAN-HOOG,1,2,679009
INK-OTHER-ATTACHED,1,2,607653
INK-OTHER-ATTACHED,1,2,666647
TONER-OTHER-ATTACHED,1,2,389967
TONER-OTHER-ATTACHED,1,2,52804
INK-OTHER-ATTACHED,1,2,109803
TONER-OTHER-ATTACHED,1,2,196268
SCAN-HOOG,1,2,718160
INK-OTHER-ATTACHED,1,2,538708
INK-OTHER-ATTACHED,1,2,470485
IPS-SEG-HOOG,1,2,617329
INK-OTHER-ATTACHED,1,2,660302
INK-HP-ATTACHED,1,2,726915
INK-HP-ATTACHED,1,2,53474
SCAN-HOOG,1,2,705947
INK-HP-ATTACHED,1,2,469376
INK-HP-ATTACHED,1,2,469652
INK-HP-PRIMARY,1,2,332581
INK-HP-ATTACHED,1,2,707432
LES-SEG-MID,1,2,485353
LES-SEG-HOOG,1,2,476700
TONER-OTHER-ATTACHED,1,2,91798
INK-OTHER-ATTACHED,1,2,469918
INK-OTHER-ATTACHED,1,2,451837
INK-OTHER-ATTACHED,1,2,107711
TONER-HP-ATTACHED,1,2,202730
TONER-OTHER-ATTACHED,1,2,191906
TONER-HP-ATTACHED,1,2,346677
TONER-HP-ATTACHED,1,2,346813
INK-HP-ATTACHED,1,2,73316
IPS-BSINK,1,1,723213
IPS-BSINK,1,1,329943
INK-HP-ATTACHED,1,2,707434
TONER-OTHER-PRIMARY,1,2,693952
TONER-HP-ATTACHED,1,2,346699
TONER-HP-ATTACHED,1,2,346801
TONER-OTHER-ATTACHED,1,2,596993
TONER-OTHER-PRIMARY,1,2,606856
TONER-OTHER-ATTACHED,1,2,597015
TONER-OTHER-ATTACHED,1,2,597012
LES-SEG-HOOG,1,2,664820
TONER-OTHER-ATTACHED,1,2,366231
LES-SEG-HOOG,1,2,170379
LES-SEG-HOOG,1,2,235853
LES-SEG-HOOG,1,2,235822
SCAN-HOOG,1,2,162870
SCAN-HOOG,1,2,469858
SCAN-HOOG,1,2,600383
LES-SEG-MID,1,2,485381
LES-SEG-HOOG,1,2,476119
INK-OTHER-PRIMARY,1,2,607614
INK-HP-PRIMARY,1,2,707439
INK-OTHER-ATTACHED,1,2,532295
INK-OTHER-ATTACHED,1,2,607642
INK-OTHER-ATTACHED,1,2,607645
SCAN-HOOG,1,2,566289
SCAN-HOOG,1,2,316077
SCAN-HOOG,1,2,718163
LES-SEG-HOOG,1,2,714316
SCAN-HOOG,1,2,362430
LES-SEG-HOOG,1,2,477053
INK-OTHER-ATTACHED,1,2,73259
INK-OTHER-ATTACHED,1,2,146846
INK-OTHER-ATTACHED,1,2,273213
INK-OTHER-ATTACHED,1,2,127545
INK-OTHER-ATTACHED,1,2,668978
INK-OTHER-ATTACHED,1,2,668987
SCAN-HOOG,1,2,162135
SCAN-HOOG,1,2,718161
SCAN-HOOG,1,2,718168
SCAN-HOOG,1,2,162308
SCAN-HOOG,1,2,705965
SCAN-HOOG,1,2,707309
SCAN-HOOG,1,2,707308
SCAN-HOOG,1,2,647273
INK-OTHER-ATTACHED,1,2,52931
SCAN-HOOG,1,2,679026
LES-SEG-HOOG,1,2,315898
LES-SEG-HOOG,1,2,415972
SCAN-HOOG,1,2,464275
SCAN-HOOG,1,2,392149
LES-SEG-HOOG,1,2,714314
LES-SEG-HOOG,1,2,714315
LES-SEG-HOOG,1,2,714319
LES-SEG-HOOG,1,2,477082
SCAN-HOOG,1,2,634868
SCAN-HOOG,1,2,707312
TONER-OTHER-ATTACHED,1,2,64674
TONER-OTHER-ATTACHED,1,2,92907
TONER-HP-ATTACHED,1,2,68453
TONER-HP-ATTACHED,1,2,68454
TONER-OTHER-ATTACHED,1,2,124956
TONER-OTHER-ATTACHED,1,2,124957
TONER-OTHER-ATTACHED,1,2,422045
TONER-OTHER-ATTACHED,1,2,493396
TONER-OTHER-ATTACHED,1,2,150571
TONER-HP-ATTACHED,1,2,68455
TONER-OTHER-ATTACHED,1,2,81954
TONER-OTHER-ATTACHED,1,2,81955
TONER-OTHER-ATTACHED,1,2,54510
TONER-OTHER-ATTACHED,1,2,54511
TONER-OTHER-ATTACHED,1,2,54512
TONER-OTHER-ATTACHED,1,2,191936
TONER-OTHER-ATTACHED,1,2,91804
TONER-OTHER-ATTACHED,1,2,81953
TONER-OTHER-ATTACHED,1,2,196234
TONER-OTHER-ATTACHED,1,2,191934
TONER-OTHER-ATTACHED,1,2,191930
TONER-OTHER-ATTACHED,1,2,62563
TONER-OTHER-ATTACHED,1,2,62564
TONER-OTHER-ATTACHED,1,2,104316
TONER-OTHER-ATTACHED,1,2,191908
TONER-OTHER-ATTACHED,1,2,327072
TONER-OTHER-ATTACHED,1,2,474255
TONER-OTHER-ATTACHED,1,2,596953
INK-OTHER-ATTACHED,1,2,380818
INK-OTHER-ATTACHED,1,2,469939
INK-OTHER-ATTACHED,1,2,469925
INK-OTHER-ATTACHED,1,2,61219
INK-OTHER-ATTACHED,1,2,665662
INK-OTHER-ATTACHED,1,2,665666
INK-OTHER-ATTACHED,1,2,665663
INK-OTHER-ATTACHED,1,2,103778
INK-OTHER-ATTACHED,1,2,31755
INK-OTHER-ATTACHED,1,2,31757
INK-OTHER-ATTACHED,1,2,103777
SCAN-HOOG,1,2,707313
LES-SEG-MID,1,2,713424
LES-SEG-HOOG,1,2,598111
LES-SEG-HOOG,1,2,596693
IPS-BSINK,1,1,539040
INK-OTHER-ATTACHED,1,2,380772
INK-OTHER-ATTACHED,1,2,501061
INK-OTHER-ATTACHED,1,2,501064
INK-OTHER-ATTACHED,1,2,501062
INK-OTHER-PRIMARY,1,2,538711
INK-OTHER-ATTACHED,1,2,155383
INK-OTHER-ATTACHED,1,2,155404
INK-OTHER-ATTACHED,1,2,155391
INK-OTHER-ATTACHED,1,2,155379
INK-OTHER-ATTACHED,1,2,155376
INK-OTHER-ATTACHED,1,2,155377
INK-OTHER-ATTACHED,1,2,155389
INK-OTHER-ATTACHED,1,2,155385
INK-OTHER-ATTACHED,1,2,326900
INK-OTHER-ATTACHED,1,2,470310
INK-OTHER-ATTACHED,1,2,470167
INK-OTHER-ATTACHED,1,2,470183
INK-OTHER-ATTACHED,1,2,470173
INK-OTHER-PRIMARY,1,2,113222
INK-OTHER-ATTACHED,1,2,148833
INK-OTHER-ATTACHED,1,2,148834
INK-OTHER-ATTACHED,1,2,113220
INK-OTHER-ATTACHED,1,2,88096
INK-OTHER-ATTACHED,1,2,88102
INK-OTHER-ATTACHED,1,2,88103
INK-OTHER-PRIMARY,1,2,88095
INK-OTHER-ATTACHED,1,2,88099
INK-OTHER-ATTACHED,1,2,103820
INK-OTHER-PRIMARY,1,2,88098
IPS-BSINK,1,1,329950
TONER-OTHER-ATTACHED,1,2,543534
TONER-OTHER-ATTACHED,1,2,543517
TONER-OTHER-ATTACHED,1,2,654436
IPS-BSINK,1,1,329935
INK-OTHER-ATTACHED,1,2,233212
INK-OTHER-ATTACHED,1,2,233235
