PRICEGROUP,SUBSIDIARYID,PRICERULEID,PRODUCTID
INK-OTHER-ATTACHED,1,2,232362
INK-OTHER-ATTACHED,1,2,232374
INK-OTHER-ATTACHED,1,2,232366
INK-OTHER-ATTACHED,1,2,233123
INK-OTHER-ATTACHED,1,2,233132
INK-OTHER-ATTACHED,1,2,233127
INK-OTHER-ATTACHED,1,2,284897
INK-OTHER-ATTACHED,1,2,284909
INK-OTHER-ATTACHED,1,2,284959
INK-OTHER-ATTACHED,1,2,284971
INK-OTHER-ATTACHED,1,2,284940
INK-OTHER-ATTACHED,1,2,284914
INK-OTHER-ATTACHED,1,2,284983
INK-OTHER-ATTACHED,1,2,284952
INK-OTHER-ATTACHED,1,2,227716
INK-OTHER-ATTACHED,1,2,227738
INK-OTHER-ATTACHED,1,2,227726
INK-OTHER-ATTACHED,1,2,451842
INK-OTHER-ATTACHED,1,2,451838
INK-OTHER-ATTACHED,1,2,492759
IPS-SEG-HOOG,1,2,664610
IPS-SEG-HOOG,1,2,686649
IPS-SEG-HOOG,1,2,686929
INK-OTHER-ATTACHED,1,2,687028
INK-OTHER-ATTACHED,1,2,71479
INK-OTHER-ATTACHED,1,2,88117
INK-OTHER-ATTACHED,1,2,88119
INK-OTHER-ATTACHED,1,2,88121
INK-OTHER-ATTACHED,1,2,88122
INK-OTHER-ATTACHED,1,2,88123
INK-OTHER-ATTACHED,1,2,88124
INK-OTHER-ATTACHED,1,2,88125
INK-OTHER-ATTACHED,1,2,61910
INK-OTHER-ATTACHED,1,2,61911
INK-OTHER-ATTACHED,1,2,61914
INK-OTHER-ATTACHED,1,2,107704
INK-OTHER-ATTACHED,1,2,107705
INK-OTHER-ATTACHED,1,2,107709
INK-OTHER-ATTACHED,1,2,155860
INK-OTHER-ATTACHED,1,2,155861
INK-OTHER-ATTACHED,1,2,155865
INK-OTHER-ATTACHED,1,2,155867
INK-OTHER-ATTACHED,1,2,155868
INK-OTHER-ATTACHED,1,2,155869
INK-OTHER-ATTACHED,1,2,155870
INK-OTHER-ATTACHED,1,2,155871
INK-OTHER-ATTACHED,1,2,155872
INK-OTHER-ATTACHED,1,2,660283
INK-OTHER-ATTACHED,1,2,660287
INK-OTHER-ATTACHED,1,2,660292
INK-OTHER-ATTACHED,1,2,686653
INK-OTHER-ATTACHED,1,2,686650
INK-OTHER-ATTACHED,1,2,686652
INK-OTHER-ATTACHED,1,2,686654
INK-OTHER-ATTACHED,1,2,686659
INK-OTHER-ATTACHED,1,2,686657
INK-OTHER-ATTACHED,1,2,686655
INK-OTHER-ATTACHED,1,2,686656
INK-OTHER-ATTACHED,1,2,660311
INK-OTHER-ATTACHED,1,2,660313
INK-OTHER-ATTACHED,1,2,660314
INK-OTHER-ATTACHED,1,2,660316
INK-OTHER-ATTACHED,1,2,660320
INK-OTHER-ATTACHED,1,2,660322
INK-OTHER-ATTACHED,1,2,660327
INK-OTHER-ATTACHED,1,2,660332
INK-OTHER-ATTACHED,1,2,122929
INK-OTHER-ATTACHED,1,2,122930
INK-OTHER-ATTACHED,1,2,122931
INK-OTHER-ATTACHED,1,2,122933
INK-OTHER-ATTACHED,1,2,122935
INK-OTHER-ATTACHED,1,2,122942
INK-OTHER-ATTACHED,1,2,122944
INK-OTHER-ATTACHED,1,2,122948
INK-OTHER-ATTACHED,1,2,169876
INK-OTHER-ATTACHED,1,2,169882
INK-OTHER-ATTACHED,1,2,169892
INK-OTHER-ATTACHED,1,2,169897
INK-OTHER-ATTACHED,1,2,166054
INK-OTHER-ATTACHED,1,2,166057
INK-OTHER-ATTACHED,1,2,166062
INK-OTHER-ATTACHED,1,2,166044
INK-OTHER-ATTACHED,1,2,166049
INK-OTHER-ATTACHED,1,2,166051
INK-OTHER-ATTACHED,1,2,166052
INK-OTHER-ATTACHED,1,2,559938
INK-OTHER-ATTACHED,1,2,559940
INK-OTHER-ATTACHED,1,2,559960
INK-OTHER-ATTACHED,1,2,559962
INK-OTHER-ATTACHED,1,2,559927
INK-OTHER-ATTACHED,1,2,559929
INK-OTHER-ATTACHED,1,2,559936
INK-OTHER-ATTACHED,1,2,559937
INK-OTHER-ATTACHED,1,2,575683
INK-OTHER-ATTACHED,1,2,559897
INK-OTHER-ATTACHED,1,2,687004
INK-OTHER-ATTACHED,1,2,687011
INK-OTHER-ATTACHED,1,2,687014
INK-OTHER-ATTACHED,1,2,687018
INK-OTHER-ATTACHED,1,2,687020
INK-OTHER-ATTACHED,1,2,687025
INK-OTHER-ATTACHED,1,2,687026
IPS-BSINK,1,1,723214
IPS-SEG-MID2,1,1,561613
IPS-SEG-HOOG,1,2,560860
IPS-SEG-HOOG,1,2,561623
IPS-SEG-HOOG,1,2,560968
IPS-SEG-HOOG,1,2,561047
IPS-BSINK,1,1,723215
IPS-BSINK,1,1,717591
TONER-OTHER-ATTACHED,1,2,92909
INK-HP-ATTACHED,1,2,468908
INK-HP-ATTACHED,1,2,468497
TONER-OTHER-ATTACHED,1,2,91812
TONER-OTHER-ATTACHED,1,2,84889
TONER-OTHER-ATTACHED,1,2,543529
TONER-OTHER-ATTACHED,1,2,189188
TONER-OTHER-ATTACHED,1,2,92922
TONER-OTHER-ATTACHED,1,2,125126
TONER-OTHER-ATTACHED,1,2,493399
INK-HP-ATTACHED,1,2,468433
TONER-OTHER-ATTACHED,1,2,493400
TONER-OTHER-ATTACHED,1,2,62565
INK-HP-ATTACHED,1,2,468399
INK-HP-ATTACHED,1,2,469287
INK-HP-ATTACHED,1,2,726916
TONER-OTHER-ATTACHED,1,2,61716
TONER-OTHER-ATTACHED,1,2,92921
TONER-OTHER-ATTACHED,1,2,52803
TONER-OTHER-ATTACHED,1,2,596973
INK-HP-ATTACHED,1,2,726917
INK-HP-ATTACHED,1,2,726919
TONER-OTHER-ATTACHED,1,2,596880
TONER-OTHER-ATTACHED,1,2,52806
TONER-OTHER-ATTACHED,1,2,84892
TONER-OTHER-ATTACHED,1,2,84890
TONER-HP-ATTACHED,1,2,346215
INK-HP-ATTACHED,1,2,455801
INK-HP-ATTACHED,1,2,52989
INK-HP-ATTACHED,1,2,468529
INK-HP-ATTACHED,1,2,53472
INK-HP-PRIMARY,1,2,53043
INK-HP-ATTACHED,1,2,53044
TONER-OTHER-ATTACHED,1,2,654433
INK-HP-PRIMARY,1,2,468841
TONER-HP-ATTACHED,1,2,469754
TONER-OTHER-PRIMARY,1,2,54513
TONER-OTHER-ATTACHED,1,2,493397
TONER-OTHER-ATTACHED,1,2,493392
TONER-OTHER-ATTACHED,1,2,124958
TONER-OTHER-ATTACHED,1,2,236746
TONER-OTHER-ATTACHED,1,2,91810
TONER-OTHER-ATTACHED,1,2,529617
TONER-OTHER-ATTACHED,1,2,493389
TONER-HP-ATTACHED,1,2,53119
TONER-HP-ATTACHED,1,2,469739
TONER-OTHER-ATTACHED,1,2,654444
INK-HP-ATTACHED,1,2,455787
INK-HP-ATTACHED,1,2,53881
INK-HP-ATTACHED,1,2,469354
TONER-HP-ATTACHED,1,2,345764
TONER-HP-ATTACHED,1,2,346065
TONER-HP-ATTACHED,1,2,345960
TONER-OTHER-ATTACHED,1,2,571668
INK-HP-ATTACHED,1,2,410676
INK-HP-ATTACHED,1,2,410686
TONER-HP-ATTACHED,1,2,469731
TONER-OTHER-ATTACHED,1,2,236753
INK-HP-ATTACHED,1,2,53748
TONER-HP-ATTACHED,1,2,202729
TONER-OTHER-ATTACHED,1,2,84891
INK-HP-ATTACHED,1,2,721618
INK-HP-ATTACHED,1,2,721614
INK-HP-ATTACHED,1,2,721616
INK-HP-ATTACHED,1,2,169989
INK-HP-ATTACHED,1,2,73318
INK-HP-ATTACHED,1,2,73319
INK-HP-ATTACHED,1,2,73320
INK-HP-PRIMARY,1,2,111976
INK-HP-ATTACHED,1,2,724968
INK-HP-ATTACHED,1,2,724971
INK-HP-ATTACHED,1,2,724970
TONER-HP-ATTACHED,1,2,609441
TONER-HP-ATTACHED,1,2,609444
TONER-HP-ATTACHED,1,2,609448
IPS-BSINK,1,1,717593
IPS-BSINK,1,1,717585
IPS-BSINK,1,1,723219
IPS-BSINK,1,1,717587
IPS-BSINK,1,1,723217
TONER-OTHER-ATTACHED,1,2,529590
TONER-HP-ATTACHED,1,2,198736
IPS-SEG-MID2,1,1,726450
INK-OTHER-ATTACHED,1,2,92646
INK-OTHER-ATTACHED,1,2,92644
INK-OTHER-ATTACHED,1,2,92640
INK-OTHER-PRIMARY,1,2,607649
INK-OTHER-PRIMARY,1,2,607664
TONER-HP-ATTACHED,1,2,610551
TONER-HP-ATTACHED,1,2,202736
TONER-HP-ATTACHED,1,2,346482
TONER-HP-ATTACHED,1,2,610552
TONER-HP-ATTACHED,1,2,610553
TONER-HP-ATTACHED,1,2,346451
TONER-OTHER-PRIMARY,1,2,236766
TONER-OTHER-ATTACHED,1,2,493387
TONER-OTHER-ATTACHED,1,2,411227
TONER-HP-ATTACHED,1,2,227256
TONER-HP-ATTACHED,1,2,244971
TONER-OTHER-ATTACHED,1,2,411260
TONER-HP-ATTACHED,1,2,70744
INK-OTHER-ATTACHED,1,2,693935
INK-OTHER-PRIMARY,1,2,532165
INK-OTHER-ATTACHED,1,2,532167
TONER-HP-ATTACHED,1,2,80446
TONER-OTHER-ATTACHED,1,2,596976
TONER-OTHER-ATTACHED,1,2,382417
TONER-HP-ATTACHED,1,2,705246
TONER-HP-ATTACHED,1,2,346305
TONER-HP-ATTACHED,1,2,705250
TONER-HP-ATTACHED,1,2,705255
TONER-HP-ATTACHED,1,2,705256
TONER-HP-ATTACHED,1,2,705257
TONER-HP-ATTACHED,1,2,705259
TONER-HP-ATTACHED,1,2,705260
TONER-HP-ATTACHED,1,2,705261
TONER-HP-ATTACHED,1,2,705258
LES-SEG-MID,1,2,567153
LES-SEG-MID,1,2,414160
TONER-HP-ATTACHED,1,2,346379
TONER-HP-ATTACHED,1,2,346341
TONER-HP-ATTACHED,1,2,227336
TONER-HP-ATTACHED,1,2,458564
TONER-HP-ATTACHED,1,2,705252
TONER-HP-ATTACHED,1,2,227400
TONER-HP-ATTACHED,1,2,647948
TONER-HP-PRIMARY,1,2,53901
TONER-HP-ATTACHED,1,2,610670
INK-OTHER-PRIMARY,1,2,532262
INK-OTHER-PRIMARY,1,2,532271
IPS-BSINK,1,1,723184
INK-OTHER-PRIMARY,1,2,532096
INK-OTHER-PRIMARY,1,2,607636
TONER-OTHER-ATTACHED,1,2,693954
TONER-OTHER-ATTACHED,1,2,693953
TONER-OTHER-ATTACHED,1,2,693955
INK-OTHER-PRIMARY,1,2,532464
IPS-BSINK,1,1,723186
INK-OTHER-PRIMARY,1,2,532293
INK-OTHER-PRIMARY,1,2,607655
INK-OTHER-PRIMARY,1,2,532308
INK-OTHER-PRIMARY,1,2,532298
TONER-OTHER-ATTACHED,1,2,709295
TONER-OTHER-ATTACHED,1,2,709294
IPS-SEG-MID1,1,1,665870
TONER-OTHER-ATTACHED,1,2,664817
INK-OTHER-ATTACHED,1,2,64675
INK-OTHER-ATTACHED,1,2,64677
INK-OTHER-ATTACHED,1,2,64676
INK-OTHER-ATTACHED,1,2,666596
TONER-OTHER-ATTACHED,1,2,493393
TONER-OTHER-ATTACHED,1,2,235599
INK-OTHER-ATTACHED,1,2,666605
INK-OTHER-ATTACHED,1,2,666603
TONER-OTHER-ATTACHED,1,2,235595
INK-OTHER-ATTACHED,1,2,666616
TONER-OTHER-ATTACHED,1,2,715294
TONER-OTHER-PRIMARY,1,2,715296
TONER-OTHER-ATTACHED,1,2,715297
TONER-OTHER-ATTACHED,1,2,715298
TONER-OTHER-ATTACHED,1,2,715304
TONER-OTHER-ATTACHED,1,2,715301
TONER-OTHER-ATTACHED,1,2,715307
TONER-OTHER-ATTACHED,1,2,715309
TONER-OTHER-ATTACHED,1,2,382296
TONER-OTHER-ATTACHED,1,2,732571
TONER-OTHER-ATTACHED,1,2,732573
TONER-OTHER-ATTACHED,1,2,732575
TONER-OTHER-ATTACHED,1,2,733368
TONER-OTHER-ATTACHED,1,2,733372
TONER-OTHER-ATTACHED,1,2,733374
TONER-OTHER-ATTACHED,1,2,733375
TONER-OTHER-ATTACHED,1,2,733376
TONER-OTHER-ATTACHED,1,2,733378
TONER-OTHER-ATTACHED,1,2,733548
LES-SEG-HOOG,3,2,617800
IPS-TOPPER,3,1,665664
INK-HP-PRIMARY,3,2,140338
LES-SEG-HOOG,3,2,609109
INK-HP-PRIMARY,3,2,139819
LES-SEG-HOOG,3,2,608952
IPS-SEG-LAAG,3,1,668768
IPS-SEG-MID2,3,1,665796
LES-SEG-HOOG,3,2,608855
INK-HP-PRIMARY,3,2,412154
LES-SEG-HOOG,3,2,609000
INK-OTHER-ATTACHED,3,2,707452
INK-HP-ATTACHED,3,2,605162
INK-HP-PRIMARY,3,2,67278
INK-HP-ATTACHED,3,2,509903
IPS-SEG-MID1,3,1,665640
IPS-SEG-MID2,3,1,660232
INK-HP-PRIMARY,3,2,105608
LES-SEG-MID,3,2,618659
IPS-SEG-MID1,3,1,647044
INK-HP-PRIMARY,3,2,105607
INK-HP-ATTACHED,3,2,509917
INK-HP-ATTACHED,3,2,605153
INK-OTHER-ATTACHED,3,2,284264
IPS-SEG-MID2,3,1,315691
IPS-TOPPER,3,1,283875
LES-SEG-MID,3,2,618661
INK-HP-ATTACHED,3,2,605163
IPS-SEG-MID1,3,1,660227
INK-HP-ATTACHED,3,2,688856
INK-HP-ATTACHED,3,2,605164
INK-OTHER-ATTACHED,3,2,715710
INK-HP-PRIMARY,3,2,170209
LES-SEG-HOOG,3,2,683699
LES-SEG-MID,3,2,388542
INK-OTHER-PRIMARY,3,2,283225
LES-SEG-HOOG,3,2,683696
LES-SEG-MID,3,2,436512
LES-SEG-LAAG,3,1,665035
IPS-SEG-MID2,3,1,529920
LES-SEG-HOOG,3,2,683700
INK-OTHER-PRIMARY,3,2,532115
LES-TOPPER,3,1,618472
INK-HP-PRIMARY,3,2,412151
IPS-TOPPER,3,1,660217
LES-SEG-HOOG,3,2,618634
INK-OTHER-PRIMARY,3,2,273202
INK-OTHER-ATTACHED,3,2,665611
INK-HP-PRIMARY,3,2,454408
LES-SEG-HOOG,3,2,717584
INK-HP-ATTACHED,3,2,105614
INK-OTHER-PRIMARY,3,2,607657
INK-OTHER-ATTACHED,3,2,532116
IPS-SEG-MID1,3,1,518933
INK-OTHER-PRIMARY,3,2,532132
TONER-HP-ATTACHED,3,2,614835
TONER-OTHER-ATTACHED,3,2,383098
INK-OTHER-ATTACHED,3,2,660284
IPS-SEG-MID1,3,1,660229
INK-OTHER-PRIMARY,3,2,326926
INK-OTHER-ATTACHED,3,2,532134
LES-SEG-MID,3,2,388304
LES-SEG-HOOG,3,2,472404
INK-OTHER-ATTACHED,3,2,532135
INK-OTHER-ATTACHED,3,2,660309
IPS-SEG-MID1,3,1,669178
IPS-SEG-MID1,3,1,665683
INK-OTHER-PRIMARY,3,2,524712
INK-OTHER-ATTACHED,3,2,607638
INK-OTHER-PRIMARY,3,2,284862
TONER-HP-PRIMARY,3,2,451568
LES-SEG-HOOG,3,2,683702
LES-SEG-HOOG,3,2,683703
TONER-OTHER-PRIMARY,3,2,715695
TONER-HP-ATTACHED,3,2,614875
LES-SEG-HOOG,3,2,683701
TONER-HP-ATTACHED,3,2,614884
TONER-HP-ATTACHED,3,2,614886
LES-SEG-MID,3,2,633570
LES-SEG-HOOG,3,2,316026
IPS-SEG-HOOG,3,2,236845
TONER-HP-ATTACHED,3,2,426647
IPS-SEG-HOOG,3,2,236846
IPS-SEG-MID1,3,1,660228
IPS-TOPPER,3,1,507016
TONER-HP-PRIMARY,3,2,614820
INK-OTHER-ATTACHED,3,2,673020
LES-SEG-HOOG,3,2,664796
IPS-SEG-MID2,3,1,660243
IPS-SEG-MID1,3,1,671233
TONER-OTHER-ATTACHED,3,2,605736
INK-OTHER-PRIMARY,3,2,673023
INK-OTHER-ATTACHED,3,2,109797
TONER-OTHER-ATTACHED,3,2,605619
IPS-TOPPER,3,1,671243
TONER-OTHER-ATTACHED,3,2,606749
TONER-HP-ATTACHED,3,2,451576
INK-OTHER-PRIMARY,3,2,155373
IPS-SEG-MID2,3,1,477859
TONER-HP-ATTACHED,3,2,451593
INK-OTHER-PRIMARY,3,2,157468
TONER-HP-ATTACHED,3,2,472672
INK-OTHER-ATTACHED,3,2,538714
INK-OTHER-ATTACHED,3,2,451858
TONER-HP-ATTACHED,3,2,451613
INK-OTHER-PRIMARY,3,2,532445
INK-HP-ATTACHED,3,2,509773
TONER-HP-ATTACHED,3,2,106304
INK-HP-ATTACHED,3,2,728490
LES-SEG-HOOG,3,2,572938
INK-HP-ATTACHED,3,2,728500
INK-OTHER-ATTACHED,3,2,283238
INK-HP-ATTACHED,3,2,169985
TONER-OTHER-PRIMARY,3,2,231258
INK-HP-ATTACHED,3,2,67282
INK-OTHER-ATTACHED,3,2,451844
INK-HP-ATTACHED,3,2,619997
LES-SEG-MID,3,2,665048
INK-OTHER-ATTACHED,3,2,109925
IPS-SEG-HOOG,3,2,664541
TONER-OTHER-ATTACHED,3,2,605621
TONER-HP-ATTACHED,3,2,685868
INK-OTHER-ATTACHED,3,2,715705
INK-OTHER-ATTACHED,3,2,61222
IPS-BSINK,3,1,539097
INK-OTHER-ATTACHED,3,2,233270
TONER-OTHER-PRIMARY,3,2,605642
INK-HP-ATTACHED,3,2,728509
INK-HP-PRIMARY,3,2,59815
IPS-SEG-MID1,3,1,429778
IPS-SEG-MID2,3,1,530389
INK-HP-PRIMARY,3,2,105613
IPS-SEG-MID2,3,1,507018
IPS-SEG-MID1,3,1,647193
INK-OTHER-PRIMARY,3,2,227741
IPS-SEG-HOOG,3,2,580078
INK-OTHER-ATTACHED,3,2,668719
TONER-OTHER-PRIMARY,3,2,116935
INK-OTHER-ATTACHED,3,2,233281
INK-OTHER-PRIMARY,3,2,227709
IPS-SEG-MID1,3,1,703761
TONER-OTHER-ATTACHED,3,2,532415
IPS-SEG-MID2,3,1,694577
LES-SEG-LAAG,3,1,500484
TONER-HP-ATTACHED,3,2,614885
TONER-OTHER-ATTACHED,3,2,492175
INK-OTHER-ATTACHED,3,2,157487
INK-OTHER-ATTACHED,3,2,109799
IPS-SEG-MID1,3,1,665623
TONER-OTHER-ATTACHED,3,2,532317
INK-HP-ATTACHED,3,2,728517
INK-OTHER-PRIMARY,3,2,660317
IPS-SEG-MID2,3,1,409772
INK-OTHER-ATTACHED,3,2,707446
INK-HP-PRIMARY,3,2,509910
IPS-TOPPER,3,1,365359
INK-HP-PRIMARY,3,2,470528
TONER-HP-ATTACHED,3,2,472734
INK-HP-ATTACHED,3,2,509892
IPS-SEG-MID2,3,1,526510
INK-HP-ATTACHED,3,2,728512
LES-SEG-MID,3,2,664768
LES-SEG-LAAG,3,1,387095
TONER-HP-ATTACHED,3,2,614872
INK-OTHER-ATTACHED,3,2,283188
INK-HP-PRIMARY,3,2,52993
INK-HP-PRIMARY,3,2,332554
TONER-HP-ATTACHED,3,2,614883
INK-OTHER-ATTACHED,3,2,665655
IPS-TOPPER,3,1,671250
TONER-HP-ATTACHED,3,2,472754
INK-OTHER-ATTACHED,3,2,283186
IPS-SEG-MID1,3,1,703762
LES-SEG-LAAG,3,1,665005
IPS-SEG-HOOG,3,2,510716
INK-OTHER-ATTACHED,3,2,283202
INK-HP-ATTACHED,3,2,728455
INK-OTHER-ATTACHED,3,2,273013
IPS-SEG-MID2,3,1,477781
TONER-OTHER-ATTACHED,3,2,633586
TONER-HP-ATTACHED,3,2,289753
INK-OTHER-ATTACHED,3,2,380823
IPS-SEG-HOOG,3,2,579395
INK-HP-ATTACHED,3,2,59816
INK-OTHER-PRIMARY,3,2,668714
INK-OTHER-PRIMARY,3,2,284868
TONER-HP-ATTACHED,3,2,472712
IPS-SEG-MID1,3,1,671261
IPS-SEG-MID1,3,1,703764
TONER-OTHER-ATTACHED,3,2,382987
LES-SEG-MID,3,2,500486
TONER-OTHER-ATTACHED,3,2,231271
INK-OTHER-ATTACHED,3,2,283210
TONER-OTHER-ATTACHED,3,2,606758
TONER-OTHER-ATTACHED,3,2,273490
INK-OTHER-ATTACHED,3,2,532113
IPS-TOPPER,3,1,510036
INK-HP-ATTACHED,3,2,728466
INK-OTHER-PRIMARY,3,2,107706
LES-SEG-MID,3,2,494228
LES-SEG-MID,3,2,485330
IPS-SEG-MID2,3,1,525654
INK-HP-ATTACHED,3,2,53773
INK-OTHER-PRIMARY,3,2,532088
IPS-SEG-MID2,3,1,510119
INK-OTHER-PRIMARY,3,2,227531
INK-OTHER-ATTACHED,3,2,127536
INK-OTHER-PRIMARY,3,2,524797
INK-OTHER-PRIMARY,3,2,501059
TONER-HP-ATTACHED,3,2,174558
INK-OTHER-ATTACHED,3,2,61216
LES-SEG-HOOG,3,2,415694
TONER-OTHER-ATTACHED,3,2,231269
TONER-OTHER-ATTACHED,3,2,231274
TONER-HP-ATTACHED,3,2,685870
LES-SEG-HOOG,3,2,617925
INK-OTHER-ATTACHED,3,2,61221
TONER-OTHER-ATTACHED,3,2,606559
TONER-HP-PRIMARY,3,2,227371
TONER-HP-ATTACHED,3,2,685873
TONER-HP-ATTACHED,3,2,685876
TONER-OTHER-PRIMARY,3,2,236540
INK-HP-ATTACHED,3,2,728460
LES-SEG-HOOG,3,2,617970
INK-OTHER-ATTACHED,3,2,61223
INK-HP-PRIMARY,3,2,454437
TONER-OTHER-ATTACHED,3,2,532423
LES-SEG-MID,3,2,494283
INK-OTHER-ATTACHED,3,2,665657
INK-HP-ATTACHED,3,2,509747
LES-SEG-HOOG,3,2,664808
INK-HP-ATTACHED,3,2,170176
INK-OTHER-PRIMARY,3,2,660303
INK-HP-PRIMARY,3,2,53136
LES-SEG-HOOG,3,2,683704
INK-OTHER-ATTACHED,3,2,233357
TONER-OTHER-ATTACHED,3,2,605683
INK-OTHER-PRIMARY,3,2,171288
TONER-OTHER-ATTACHED,3,2,492128
IPS-SEG-MID2,3,1,519132
LES-SEG-MID,3,2,393337
LES-SEG-MID,3,2,485485
INK-OTHER-ATTACHED,3,2,673404
TONER-HP-PRIMARY,3,2,346596
INK-OTHER-PRIMARY,3,2,284244
INK-OTHER-PRIMARY,3,2,146876
INK-OTHER-PRIMARY,3,2,524775
INK-OTHER-ATTACHED,3,2,673294
TONER-HP-ATTACHED,3,2,137403
TONER-OTHER-ATTACHED,3,2,532302
INK-OTHER-ATTACHED,3,2,729788
INK-HP-ATTACHED,3,2,332578
INK-HP-ATTACHED,3,2,169983
INK-OTHER-ATTACHED,3,2,665653
INK-OTHER-ATTACHED,3,2,729751
IPS-SEG-MID1,3,1,669181
TONER-OTHER-ATTACHED,3,2,236552
TONER-OTHER-PRIMARY,3,2,325837
INK-HP-ATTACHED,3,2,332605
LES-SEG-HOOG,3,2,683705
INK-OTHER-ATTACHED,3,2,665646
INK-HP-ATTACHED,3,2,728477
TONER-OTHER-ATTACHED,3,2,606760
IPS-SEG-HOOG,3,2,387051
IPS-SEG-LAAG,3,1,380410
TONER-OTHER-ATTACHED,3,2,606763
TONER-OTHER-ATTACHED,3,2,606762
INK-OTHER-PRIMARY,3,2,232375
INK-OTHER-ATTACHED,3,2,660319
TONER-HP-ATTACHED,3,2,470682
TONER-OTHER-ATTACHED,3,2,605614
TONER-OTHER-ATTACHED,3,2,606569
INK-OTHER-PRIMARY,3,2,445579
TONER-OTHER-ATTACHED,3,2,606568
TONER-OTHER-ATTACHED,3,2,273495
TONER-OTHER-ATTACHED,3,2,532289
TONER-HP-PRIMARY,3,2,346566
LES-SEG-LAAG,3,1,380888
INK-OTHER-ATTACHED,3,2,730334
IPS-SEG-MID1,3,1,433966
TONER-OTHER-ATTACHED,3,2,325843
TONER-OTHER-ATTACHED,3,2,273505
LES-SEG-HOOG,3,2,616429
LES-SEG-HOOG,3,2,616428
LES-SEG-MID,3,2,315657
INK-OTHER-ATTACHED,3,2,273189
IPS-SEG-MID2,3,1,526071
LES-SEG-HOOG,3,2,616430
INK-HP-ATTACHED,3,2,52996
TONER-OTHER-PRIMARY,3,2,390458
INK-OTHER-ATTACHED,3,2,107702
INK-HP-ATTACHED,3,2,170190
TONER-OTHER-ATTACHED,3,2,569243
LES-SEG-MID,3,2,494325
INK-OTHER-ATTACHED,3,2,730351
INK-OTHER-ATTACHED,3,2,730338
TONER-HP-PRIMARY,3,2,289968
TONER-OTHER-ATTACHED,3,2,605611
INK-OTHER-ATTACHED,3,2,730350
INK-HP-PRIMARY,3,2,73055
